BONTOK WORD,PART OF SPEECH,DEFINITION,PRONUNCIATION,ROOT,AFFIX ,MORPHOLOGICAL PHENOMENA,EXAMPLE SENTENCE,SENTENCE TRANSLATION,VARIATIONS,PLURAL FORM,NOTES,
talakencha,Verb,"To foster; to care for; to raise, as children, animals or chickens","/ta.la,ken.cha/",talaken,-cha,Suffixation,Wad-ay cha tay ayaka nan talakencha ay payew cha.,They are present because they have abundant rice fields and animals.,talakenda,N/A,Present Tense,talakencha
talan-o,Noun,"Early morning, before daybreak; cockcrow; around 4 a.m.",/ta.lan.o/,talan-o,N/A,N/A,Kag wasi isnan talan-o,"Like the dew of the morning",N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",talan-o
talan-o,Noun,"Early morning, before daybreak; cockcrow; around 4 a.m.",/ta.lan.o/,talan-o,N/A,N/A,Kag wasi isnan talan-o.,Like the dew of the morning.,N/A,N/A,Present Tense,talan-o
talna,Verb,To be quiet; to stop talking,/tal.na/,talna,N/A,N/A,Nan talna ay narpo ken Chios Apo.,The peace that my Saviour has given.,N/A,N/A,Present Tense,talna
tapey,Noun,Rice beer; Rice wine.,/ta.pey/,tapey,N/A,N/A,Inumen da nan tapey ay ayyang.,They drink the rice wine at the feast.,N/A,N/A,Singular,tapey
tapey,Noun,Rice beer; Rice wine.,/ta.pey/,tapey,N/A,N/A,Inumen da nan tapey ay ayyang.,They drink the rice wine at the feast.,N/A,N/A,"Concrete Noun, Common Noun, Uncountable Noun, Singular",tapey
tapina,Noun,The rest; others; some,/ta.pi.na/,tapi,-na,Suffixation,Kanam nan tapi na ta umali.,Tell the rest to come closer.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun                          Collective Noun",tapina
tapina,Noun,Some; a portion,/ta.pi.na/,tapina,N/A,N/A,"Nan tapina ai akas ya inak-lit, ya nan tapina inlamsit.","Some medicine is bitter, and some is sweet",N/A,N/A,Indefinite Pronoun,tapina
tapina,Pronouns,The other ones; The rest,/ta.pi.na/,tapina,N/A,N/A,"Inmali nan tattao, ngem tapina ay nan ili ket maid.","Some people came, but the rest of the village did not.",N/A,N/A,Third Person,tapina
tapina,Noun,The rest; others; some,/ta.pi.na/,tapi,-na,Suffixation,Kanam nan tapi na ta umali.,Tell the rest to come closer.,N/A,N/A,"Abstract Noun, Common Noun",tapina
tapis,Noun,A piece of cloth wrapped around the waist by women.,/ta.pis/,tapis,N/A,N/A,Iyapiit nan tapis na.,Her tapis stinks.,lufid,N/A,Singular,tapis
tapis,Noun,Cloth worn around waist of women.,/ta.pis/,tapis,N/A,N/A,Pang-adan nan tapis si ina ta inlabas nan ulok.,The mother repaired the tapis because it had a tear.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",tapis
tapno,Conjunction,So that; in order to,/tap.no/,tatno,N/A,N/A,Mangan ka tapno adika mabisin.,Eat so you won’t be hungry.,N/A,N/A,Subordinating Conjunction,tapno
tasa ,Noun,An enamel or china cup.,/ta.sa/,tasa ,N/A,N/A,Egnam nan ná-ay tása,Hold this cup,N/A,N/A,Singular,tasa
tasa ,Noun,An enamel or china cup.,/ta.sa/,tasa ,N/A,N/A,Egnam nan ná-ay tása,Hold this cup,N/A,N/A,"Concrete Noun, Common Noun, Singular",tasa
tawen ,Noun,Year.,/ta.wen/,tawen,N/A,N/A,Kaat nan tawen mo?,How old are you?,N/A,N/A,"Abstract Noun, Common Noun, Singular",tawen
"
tawid",Noun,Inheritance.,/ta.wid/,tawid,N/A,N/A,Kasapulak nandey tawid isonga adi dapat mamaid.,I need the inheritance paper that's why it should not be missing.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",tawid
tawid,Noun,"A kind of small, hip basket.",/ta.wid/,tawid,N/A,N/A,Inalan inak nan tawid ay wada ad afong.,My mother got the basket that was at home.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",tawid
"
tawid",Noun,Inheritance.,/ta.wid/,tawid,N/A,N/A,Kasapulak nandey tawid isonga adi dapat mamaid.,I need the inheritance paper that's why it should not be missing.,N/A,N/A,"Abstract Noun, Common Noun, Singular",tawid
tawid,Noun,"A kind of small, hip basket.",/ta.wid/,tawid,N/A,N/A,Inalan inak nan tawid ay wada ad afong.,My mother got the basket that was at home.,N/A,N/A,"Abstract Noun, Common Noun, Singular",tawid
tay,Conjunction,Because,/tay/,tay,N/A,N/A,Ginayad ko sika tay enkabfayag ka.,I left you because you were so slow.,N/A,N/A,Subordinating Conjunction,tay
tayaan,Noun,A large basket for transporting goods.,/ta.ya.an/,taya,N/A,N/A,Nailaan da nan tayaan sin gawgawa.,They filled the large transport basket with things.,N/A,N/A,Singular,tayaan
tayan,Noun,Bontok Igorot's communal forestlands held by the kin group for over three generations.,/ta.yan/,tayan,N/A,N/A,Umala ka si ka-ew ka tayan cha.,Get some wood from their forestlands.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",tayan
tayan,Noun,Corporate property; land for the exclusive use of a clan.,/ta.yan/,tayan,N/A,N/A,Aywanen nan sinpangili nan tayan.,The village community takes care of the forestland.,N/A,N/A,Singular,tayan
tayan,Noun,Bontok Igorot's communal forestlands held by the kin group for over three generations.,/ta.yan/,tayan,N/A,N/A,Umala ka si ka-ew ka tayan cha.,Get some wood from their forestlands.,N/A,N/A,"Concrete Noun, Common Noun, Collective Noun, Singular",tayan
taynan,Verb,To leave behind.,/tay.nan/,taynan,N/A,N/A,Tinmaynandas nan tikidan.,They left me behind on the climb up the hill.,N/A,N/A,Present Tense,taynan
taytaynan,Verb,To leave behind in the future.,/tay.tay.nan/,taynan,N/A,Prefixation,Adim taytaynan nan annuchim.,Don't ever leave your younger brother.,N/A,N/A,Future Tense,taytaynan
taytaynan,Verb,To leave behind in the future.,/tay.tay.nan/,taynan,tay-,Prefixation,Adim taytaynan nan annuchim.,Don't ever leave your younger brother.,N/A,N/A,Future Tense,taytaynan
teketeken,Verb,Various; different kinds; assorted (emphasizing multiple differences),/te.ke.te.ken/,teken,N/A,Reduplication,Teketeken nan dak maila sina.,I see different things here.,nachumachuma,N/A,Positive,teketeken
tekken,Adjective,Different,/tek.ken/,tekken,N/A,N/A,Kay mo tekken nan awakyo ya nan awakmi?,Do you think your bodies are any different from ours?,N/A,N/A,Positive Adjective,tekken
tekteken,Adjective,Unique; different; unusual,/tek.te.ken/,teken,N/A,Reduplication,Tekteken nan ukhali tusa.,He has a different behavior.,sabsafali,N/A,Positive Adjective,tekteken
tekteken,Adjective,Unique; different; unusual,/tek.te.ken/,teken,N/A,Reduplication,Tekteken nan ukhali tusa.,He has a different behavior.,N/A,N/A,"Descriptive Adjective, Positive",tekteken
tengao,Noun,Sacred days when work in the fields is taboo.,/te.nga.o/,tengao,N/A,N/A,Wada nan tengao si wakas.,There will be a rest day tomorrow.,N/A,N/A,Plural,tengao
teptepew,Noun,A short whistle flute made of bamboo or used gun bullet casings.,/tep.te.pew/,teptepew,N/A,N/A,Angkhay nan teptepew na.,He has only one whistle flute.,N/A,N/A,Singular,teptepew
tet-ewa,Adjective,True; to prove; to reveal the truth about someting.,/tet.e.wa/,tet-ewa,N/A,N/A,Tet-ewan nan kinwanik kin sik-a.,What I said is true.,N/A,N/A,Plural,tet-ewa
tet-ewa,Adjective,True; to prove; to reveal the truth about someting.,/tet.e.wa/,tet-ewa,N/A,N/A,Tet-ewan nan kinwanik kin sik-a.,What I said is true.,N/A,N/A,"Descriptive Adjective, Positive",tet-ewa
ticheng,Noun,"very steeply sloping hillsides, almost cliff-like slope",/ti.tseng/,ticheng,N/A,N/A,Nan ticheng ay naad-adu nan bato.,The steep slope has many rocks.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",ticheng
tiempon,Adjective,Time,/tiem.pon/,tiempo,-n,Suffixation,Waday tu nan tiempon si am-in.,There will always be a time for everything.,N/A,N/A,Positive Adjcective,tiempon
tilin ,Noun,Grain-eating birds.,/ti.lin/,tilin ,N/A,N/A,Inaglawan nan tilin nan pagey.,The rice birds have made the rice stand erect.,N/A,N/A,Plural,tilin
tilin ,Noun,Grain-eating birds.,/ti.lin/,tilin ,N/A,N/A,Inaglawan nan tilin nan pagey.,The rice birds have made the rice stand erect.,N/A,N/A,"Concrete Noun, Common Noun, Collective Noun, Singular/Plural",tilin
tinakang,Verb,To open one's mouth,/ti.na.kang/,takang,-in-,Infixation,"Olay eg-ayko tinakang nan topekko, Chios Apo","Even though i didn't open my mouth, God.",N/A,N/A,Present Tense,tinakang
tinaroyod,Noun,A type of song expressing love and desire.,/ti.na.ro.yod/,tinaroyod,N/A,N/A,Inbaga na nan riknana isnan tinaroyod.,He expressed his feelings through a love song.,N/A,N/A,Singular,tinaroyod
tinmayao,Verb,"To fly, as a bird",/tin.ma.yao/,tayaw,in-,Infixation,Tinmayao nan kapapipapil ay waday ad lamisaan.,Many papers on the table flew.,N/A,N/A,Present Tense,tinmayao
tinmayao,Verb,"To fly, as a bird",/tin.ma.yao/,tayaw,in-,Infixation,Tinmayao nan kapapipapil ay waday ad lamisaan.,Many papers on the table flew.,N/A,N/A,Past Tense,tinmayao
tofay,Noun,A spear; a wooden weapon with a bamboo or metal blade.,/to.fay/,tofay,N/A,N/A,F-in-allig nan tofay.,The spear was made in Barlig.,N/A,N/A,Singular,tofay
tokhi,Noun,Sweet potato,/tok.hi/,tokhi,N/A,N/A,Kinan mi nan tokhi ay insaan William.,We ate the yam that William brought.,togi,N/A,"Common Noun
Concrete Noun
Countable Noun",tokhi
tokno,Noun,"Art of weaving rattan onto different materials, particularly household items and weaponry.",/tsok.nu/,tokno,N/A,N/A,In-tokno da nan sangachong ay uwey.,They decorated the shield with rattan weaving.,N/A,N/A,"Common Noun
Abstract Noun
Uncountable Noun
",tokno
tokno,Noun,"Art of weaving rattan onto different materials, particularly household items and weaponry.",/tsok.nu/,tokno,N/A,N/A,In-tokno da nan sangachong ay uwey.,They decorated the shield with rattan weaving.,N/A,N/A,"Abstract Noun, Common Noun, Singular",tokno
tomakcheg,Verb,To stand up.,/to.mak.tseg/,takdeg,-um-,Infixation,Tomakcheg tako't am-in.,We all stood up already.,N/A,N/A,Future Tense,tomakcheg
tomke,Verb,To stop talking,/tom.ke/,tomke,N/A,N/A,Ad-i tomke. Kag-keg-erwat.,He can't keep still. He is like a maggot.,N/A,N/A,Present Tense,tomke
tomokcho,Verb,To sit,/to.mok.tsu/,tokdo,-um-,Infixation,Tomokcho kat mana.,Just sit.,N/A,N/A,Present Tense,tomokcho
tomokcho,Verb,To sit,/to.mok.tsu/,tokdo,-um-,Infixation,Tomokcho kat mana.,Just sit.,tumukdo,N/A,Present Tense,tomokcho
tomáyaw,Verb,To fly,/to.má.yaw/,tayaw,-om-,Infixation,Ay-áyam tomáyaw da.,The toys are flying.,N/A,N/A,Present Tense,tomáyaw
tongcho,Preposition,Above,/tong.tso/,tongcho,N/A,N/A,Nan afong ya waday isnan apot tongchon nan manka.,The house is opposite and above the mango tree.,N/A,N/A,Present Tense,tongcho
topek,Noun,Mouth,/to.pek/,topek,N/A,N/A,Ngag nangnen iska topek mo? Nasuntok ka ngen?,What happened to your lips? Were you punched?,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun                          Singular Noun",topek
topek,Noun,Mouth,/to.pek/,topek,N/A,N/A,Ngag nangnen iska topek mo? Nasuntok ka ngen?,What happened to your lips? Were you punched?,N/A,N/A,"Concrete Noun, Common Noun, Singular",topek
topekmo,Noun,Your mouth (of a human or an animal),/to.pek.mo/,"topek,mo",N/A,Incorporation,Amemem nan topekmo ta achíka aped inngangaslaw.,"Close your mouth, don't just leave it open.",N/A,N/A,Common Singular Noun,topekmo
topil ,Noun,A man's lunch basket.,/to.pil/,topil ,N/A,N/A,Ngag nan entotoo isnan topil-mo? Toki? Adi. Ya?,"What is in your basket? Camotes? No. Well, then what?",N/A,N/A,Singular,topil
topil ,Noun,A man's lunch basket.,/to.pil/,topil ,N/A,N/A,Ngag nan entotoo isnan topil-mo? Toki? Adi. Ya?,"What is in your basket? Camotes? No. Well, then what?",N/A,N/A,"Concrete Noun, Common Noun, Singular",topil
tufay ,Noun,A spear; a wooden weapon with a bamboo or metal blade.,/tu.fay/,tufay ,N/A,N/A,F-in-allig nan tufay.,The spear was made in Barlig.,N/A,N/A,Singular,tufay
tugwi,Noun,A rain cape worn over the head by women.,/tug.wi/,tugwi,N/A,N/A,In-usar nan bai nan tugwi inton udan.,The woman used the rain cape when it rained.,N/A,N/A,Singular,tugwi
tukod,Noun,Pole; Bollard,/tu.kod/,tukud,N/A,N/A,Naidaton nan tukod isnan afong.,The pole was placed in the house.,N/A,N/A,Singluar,tukod
tumaynan,Verb,To be left behind by someone.,/tu.may.nan/,taynan,-um,Infixation,Aped ka ay tumaynan?,Why did you left me?,N/A,N/A,Past Tense,tumaynan
tumo,Noun,A headhunting trip.,/tu.mo/,tumo,N/A,N/A,Inmey cha si tumo.,They went on a headhunting trip.,N/A,N/A,Singular,tumo
tumoli,Verb,To come back; return,/tu.mo.li/,tumoli,N/A,N/A,Tumoli ka nu waday nagayad mo.,Come back if ever you left something.,N/A,N/A,Future Tense,tumoli
tupil,Noun,"A small, woven, lunch basket;  The dólaw basket with móling, when they are brought out for use during wedding ceremonies. ",/tu.fil/,tupil,N/A,N/A,Na-idat nan tupil si ayyam nan kasal.,The tupil was brought out during the wedding feast.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",tupil
tupkaw,Noun,Flowers,/tup.kaw/,tupkaw,N/A,N/A,Kag fangfanglon si tupkaw,Like the smell of flowers,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",tupkaw
Turayan,Noun,"A ceremonial dance representing a high-flying bird, performed by a young man and an elder.",/Tu.ra.yan/,Turayan,N/A,N/A,"Isnan rag-o, si datum ken si lakay ya nagTurayan.","At the feast, a young man and an elder performed the bird dance.",N/A,N/A,Singular,turayan
tut-ulo,Numerical,Only three left; three remaining.,/tut.u.lo/,tulo,N/A,Reduplication,Tut-ulo it.,Only three left.,taltalo,N/A,,tut-ulo
tuweng,Verb,To be deaf; deafening; a deaf person,/tu.weng/,tuweng,N/A,N/A,Tuweng nan esang ay boardmate ko.,One of my boardmates is deaf.,toleng,N/A,Present Tense,tuweng
tuweng,Verb,To be deaf; deafening; a deaf person,/tu.weng/,toleng,N/A,N/A,Tuweng nan esang ay boardmate ko.,One of my boardmates is deaf.,N/A,N/A,Present Tense,tuweng
uchan,Noun,Rain,/u.chan/,uchan,N/A,N/A,Umuchan,It is raining.,udan,N/A,"Common Noun
Concrete Noun
Uncountable Noun",uchan
ulaw,Adjective,Dizzy; lightheaded; feeling faint,/u.law/,ulaw,N/A,N/A,Mangan ka ta adi ka ma ulaw.,Eat so that you will not feel dizzy.,N/A,N/A,"Descriptive Adjective
Positive Degree",ulaw
ulay,Conjunction,No matter.,/u.lay/,ulay,N/A,N/A,"Ulay umudan, chono tako et.","Even if it rains, we will still work.",uray,N/A,Subordinating Conjunction,ulay
ulog,Noun,The dormitory where girls slept; a venue for courtship.,/u.log/,olog,N/A,N/A,Inmali cha ka  olog ta in-inum.,They came to the ulog to drink.,N/A,N/A,Singular,ulog
umadchawi,Verb,To move away; to distance oneself; to go far from something or someone.,/u.mad.cha.wi/,adchawi,um-,Prefixation,Umadchawi ak eht.,I’m going to move away now.,N/A,N/A,Present Tense,umadchawi
umafong,Verb,To get married.,/u.ma.fong/,afong,om-,Prefixation,Umafong ka it man.,Get married already.,omabong,N/A,Present Tense,umafong
umali,Verb,To come; to arrive,/u.ma.li/,ali,um-,Prefixation,Umali eht ta adi ak insunget.,Come here now so I won’t get angry anymore.,N/A,N/A,Present Tense,umali
umang-angsan,Verb,To become many,/umang.ang.san/,angsan,umang-,Reduplication,Umang-angsan nan tao si sab-atan.,Many people are gathering at the meeting place.,N/A,N/A,Present Tense,umang-angsan
umasenso,Verb,To advance,/u.ma.sen.so/,asenso,um-,Prefixation,Umasenso nan ili no makikadua da nan tattao isnan entrabaho ay mangipayso isnan fiag ay kawis.,The village will advance if the people work together to build a good life.,N/A,N/A,Future Tense,umasenso
umayam,Verb,To go,/u.ma.yam/,omey,-am,Suffixation,Umayam na?,Where are you going?,N/A,N/A,Future Tense,umayam
umchan,Verb,To arrive; reach,/um.chan/,umchan,N/A,N/A,Akit angkai et umchankami.,"A little only, and we will arrive.",umdan,N/A,Future Tense,umchan
umiila,Verb,Seeing,/u.mi.i.la/,ila,umi-,Prefixation,Umiila nan police adkawni.,The policeman aws watching earlier.,N/A,N/A,Present Tense,umiila
uneg,Preposition,Inside,/u-neg/,uneg,N/A,N/A,Umali isna uneg nan afong nan tattao.,The people came inside the house.,N/A,N/A,Preposition of Place,uneg
ung-unga,Noun,Child; baby.,/ung.u.nga/,unga,N/A,Reduplication,Nangan nan ung-unga si tinapay id kawni.,The child ate bread this afternoon.,N/A,N/A,"Past Tense, Third Person POV",ung-unga
ungot,Noun,A coconut shell or wooden bowl.,/u.ngot/,ungot,N/A,N/A,Mangan kami sin kanen ad ungot.,We are eating food from a wooden bowl.,N/A,N/A,Singular,ungot
utang,Noun,Debt,/ut.tang/,utang,N/A,N/A,Chakchaki nan utang na isnan ili.,He has many debts in the village.,N/A,N/A,Singluar,utang
uwey,Noun,Bamboo,/u.wey/,uwey,N/A,N/A,Alam nan uwey sidi.,Get the bamboo there.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",uwey
wad-ay,Verb,There is; there are.,/wad.ay/,wad-ay,N/A,N/A,Wad-ay practice si awni.,There is a practice later.,N/A,N/A,Present Tense,wad-ay
wad-ay ngachana,Noun,"The middle class; literally ""those who have names.""",/wad.ay/ /nga.cha.na/,"wad-ay, ngadan",-na,"Compounding, Suffixation",Nan wad-ay ngachana nan mangidatag ad ato.,The middle class are the ones who decide at the ato.,N/A,N/A,Plural,wad-ay ngachana
wada,Verb,There is; there are.,/wa.da/,wada,N/A,N/A,Wada nan inasin ka luchen.,There is salted meat in the jar.,N/A,N/A,Present Tense,wada
wada,Verb,To bring about; to make; to form; to create; to father a child,/wa.da/,wada,N/A,N/A,Wadas Takdeg ad chila.,Takdeg is outside.,wad-ay,N/A,Present Tense,wada
wada,Verb,There is; there are.,/wa.tsa/,wada,N/A,N/A,Wada nan inasin ka luchen.,There is salted meat in the jar.,N/A,N/A,Present,wada
wakes,Noun,A man's loincloth; to wear a loincloth,/wa.kes/,wakes,N/A,N/A,Balay nan wakes ay sinagupan nan araw.,They laid the wakes out in the sun to dry.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",wakes
wakes,Noun,A man's loincloth; to wear a loincloth,/wa.kes/,wakes,N/A,N/A,Balay nan wakes ay sinagupan nan araw.,They laid the wakes out in the sun to dry.,N/A,N/A,"Concrete Noun, Common Noun, Singular",wakes
walit,Noun,"A ceremony to call straying spirits home. Such occasions include times when children return to the village from another place, or during harvest when harvesters may have left their spirits in the fields.",/wa.lit/,walit,N/A,N/A,Inay-ayan da nan walit ta umali nan anitu magapo nan uma.,They performed the walit so that the spirits who stayed in the fields would return.,N/A,N/A,Singular,walit
