word,meaning,translation,source,morphology,root,processes,type,meaning,partial chunk,form,normalized_form
2saká,(to a cat) scat!,scat,Dictionary S,"{""root"":""2saká"",""processes"":[]}",2saká,-,-,-,-,-,2saka
sakál,"copy, transcribe",copy,Dictionary S,"{""root"":""sakál"",""processes"":[]}",sakál,-,-,-,-,-,sakal
sakát,"to wade in mud, water, etc.",wade in mud,Dictionary S,"{""root"":""sakát"",""processes"":[]}",sakát,-,-,-,-,-,sakat
sakáy,to navigate (man -),navigate,Dictionary S,"{""root"":""sakáy"",""processes"":[]}",sakáy,-,-,-,-,-,sakay
sakayán,"ship, vessel",ship,Dictionary S,"{""root"":""sakayán"",""processes"":[]}",sakayán,-,-,-,-,-,sakayan
sakbát,to carry on the shoulder (man -),carry the,Dictionary S,"{""root"":""sakbát"",""processes"":[]}",sakbát,-,-,-,-,-,sakbat
sakbáy,"be early, go early",early,Dictionary S,"{""root"":""sakbáy"",""processes"":[]}",sakbáy,-,-,-,-,-,sakbay
masakbáy,early,early,Dictionary S,"{""root"":""sakbáy"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",sakbáy,"{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}",prefix,causative / stative,-,ma-,masakbay
kasakbáy,before,before,Dictionary S,"{""root"":""kasakbáy"",""processes"":[]}",kasakbáy,-,-,-,-,-,kasakbay
1sakém,to clasp (man-),clasp,Dictionary S,"{""root"":""1sakém"",""processes"":[]}",1sakém,-,-,-,-,-,1sakem
2sakém,sákop,conquer,Dictionary S,"{""root"":""2sakém"",""processes"":[]}",2sakém,-,-,-,-,-,2sakem
sakéy,one,one,Dictionary S,"{""root"":""sakéy"",""processes"":[]}",sakéy,-,-,-,-,-,sakey
ikalabinsakéy,eleventh,eleventh,Dictionary S,"{""root"":""kalabsakéy"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":5}]}",kalabsakéy,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":5}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ikalabinsakey
komalabinsakéy,eleventh in order,eleventh in order,Dictionary S,"{""root"":""komalabsakéy"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":7}]}",komalabsakéy,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":7}",infix,completed aspect marker,-,-in-,komalabinsakey
labínsakéy,eleven,eleven,Dictionary S,"{""root"":""labínsakéy"",""processes"":[]}",labínsakéy,-,-,-,-,-,labinsakey
maminlabínsakéy,eleven times,eleven times,Dictionary S,"{""root"":""nlabínsakéy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""m""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",nlabínsakéy,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""m""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maminlabinsakey
sakéysakéy,one by one,one by one,Dictionary S,"{""root"":""sakéy"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",sakéy,"{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}",reduplication,full reduplication (intensifier/frequentative),-,full,sakeysakey
saksakéy,only one,only one,Dictionary S,"{""root"":""sakéy"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""sak""}]}",sakéy,"{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVC-"",""normalized_form"":""CVC"",""partial_chunk"":""sak""}",reduplication,partial reduplication (plural nouns),sak,CVC-,saksakey
sansasakéy,one each,one each,Dictionary S,"{""root"":""sansasakéy"",""processes"":[]}",sansasakéy,-,-,-,-,-,sansasakey
sakít,"ache, disease, pain, sickness, hurt;become painful (on-); to hurt (-an)",ache,Dictionary S,"{""root"":""sakít"",""processes"":[]}",sakít,-,-,-,-,-,sakit
ansakkét,"sticky rice, an especially glutinous variety of rice used especially in rice cakes etc.",sticky rice,Dictionary S,"{""root"":""sakkét"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",sakkét,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}",nasal_prefix,"actor focus (nasal-assimilating, completed)",-,aN-,ansakket
1sakláñg,"to dine, serve food in a gathering, set the table for a guest, offer guest food (man-)",dine,Dictionary S,"{""root"":""1sakláñg"",""processes"":[]}",1sakláñg,-,-,-,-,-,1saklang
2sakláñg,to ride a horse astride,ride a,Dictionary S,"{""root"":""2sakláñg"",""processes"":[]}",2sakláñg,-,-,-,-,-,2saklang
sakláy,"to carry a child astride one’s neck, or in a hammock",carry a,Dictionary S,"{""root"":""sakláy"",""processes"":[]}",sakláy,-,-,-,-,-,saklay
saklór,horn of animal,horn of animal,Dictionary S,"{""root"":""saklór"",""processes"":[]}",saklór,-,-,-,-,-,saklor
sakmál,to dissemble,dissemble,Dictionary S,"{""root"":""sakmál"",""processes"":[]}",sakmál,-,-,-,-,-,sakmal
sáko,"bag, sack",bag,Dictionary S,"{""root"":""sá"",""processes"":[{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",sá,"{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}",suffix,1sg genitive enclitic,-,-ko,sako
sakób,"cover, lid; to cover (-an )",cover,Dictionary S,"{""root"":""sakób"",""processes"":[]}",sakób,-,-,-,-,-,sakob
sákop,"territory, jurisdiction; to absorb, acquire (-en)",territory,Dictionary S,"{""root"":""sákop"",""processes"":[]}",sákop,-,-,-,-,-,sakop
asákop,"known, understood, within one’s comprehension",known,Dictionary S,"{""root"":""asákop"",""processes"":[]}",asákop,-,-,-,-,-,asakop
saksák,to stab with any pointed object 1sáladefect; difficulty in selling,stab any,Dictionary S,"{""root"":""saksák"",""processes"":[]}",saksák,-,-,-,-,-,saksak
1sála,"defect; difficulty in selling merchandise because of reluctant buyers; to miss a target, to be faulty (esp. of speech), be denied or unrealized (wish, petition, etc.) (on-)",defect,Dictionary S,"{""root"":""1sála"",""processes"":[]}",1sála,-,-,-,-,-,1sala
2sála,living room,living room,Dictionary S,"{""root"":""2sála"",""processes"":[]}",2sála,-,-,-,-,-,2sala
1salá,put smaller pieces of bamboo or other kinds of paling to fill up gaps between main posts in a fence,put smaller,Dictionary S,"{""root"":""1salá"",""processes"":[]}",1salá,-,-,-,-,-,1sala
2salá,dirt at the edge of the bowl,dirt the,Dictionary S,"{""root"":""2salá"",""processes"":[]}",2salá,-,-,-,-,-,2sala
salabát,to interrupt someone’s speech,interrupt someone’s speech,Dictionary S,"{""root"":""salabát"",""processes"":[]}",salabát,-,-,-,-,-,salabat
saláda,salad,salad,Dictionary S,"{""root"":""salá"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",salá,"{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",suffix,3pl genitive enclitic,-,-da,salada
saláksak,"a bird with red breast and green feathers, sometimes considered a bird of ill omen",bird red,Dictionary S,"{""root"":""saláksak"",""processes"":[]}",saláksak,-,-,-,-,-,salaksak
salámat,thanks; to thank (man -),thanks,Dictionary S,"{""root"":""salámat"",""processes"":[]}",salámat,-,-,-,-,-,salamat
salambáw,a specially constructed large fishing net,specially constructed,Dictionary S,"{""root"":""salambáw"",""processes"":[]}",salambáw,-,-,-,-,-,salambaw
salañgát,"to answer; interrupt, intrude into, or join a conversation",answer,Dictionary S,"{""root"":""salañgát"",""processes"":[]}",salañgát,-,-,-,-,-,salangat
salañgsáñg,an object made of glass or other easily shattered material,object made,Dictionary S,"{""root"":""salañgsáñg"",""processes"":[]}",salañgsáñg,-,-,-,-,-,salangsang
shattered,material,material,Dictionary S,"{""root"":""shattered"",""processes"":[]}",shattered,-,-,-,-,-,shattered
saláp,the entire leg,entire leg,Dictionary S,"{""root"":""saláp"",""processes"":[]}",saláp,-,-,-,-,-,salap
salapí,"fifty centavos, fifty centavo piece",fifty centavos,Dictionary S,"{""root"":""salapí"",""processes"":[]}",salapí,-,-,-,-,-,salapi
salapsáp,to carve or split off pieces of wood,carve or,Dictionary S,"{""root"":""salapsáp"",""processes"":[]}",salapsáp,-,-,-,-,-,salapsap
salása,crossbeam supporting the floor,crossbeam,Dictionary S,"{""root"":""salása"",""processes"":[]}",salása,-,-,-,-,-,salasa
salát,to change one thing for another (i -); to change clothes (aman-),,Dictionary S,"{""root"":""salát"",""processes"":[]}",salát,-,-,-,-,-,salat
onsalát,next,next,Dictionary S,"{""root"":""salát"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating variant)"",""form"":""oN-"",""normalized_form"":""o"",""applied_allomorph"":""n""}]}",salát,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating variant)"",""form"":""oN-"",""normalized_form"":""o"",""applied_allomorph"":""n""}",nasal_prefix,actor focus (nasal-assimilating variant),-,oN-,onsalat
saláy,failure; to miss the mark (on -),change,Dictionary S,"{""root"":""saláy"",""processes"":[]}",saláy,-,-,-,-,-,salay
saláysay,"to examine, investigate (man -)",examine,Dictionary S,"{""root"":""saláysay"",""processes"":[]}",saláysay,-,-,-,-,-,salaysay
salét,to put between,insert,Dictionary S,"{""root"":""salét"",""processes"":[]}",salét,-,-,-,-,-,salet
salétsalét,to intersperse,scatter,Dictionary S,"{""root"":""salét"",""processes"":[{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}]}",salét,"{""type"":""reduplication"",""meaning"":""full reduplication (intensifier/frequentative)"",""form"":""full"",""normalized_form"":""full""}",reduplication,full reduplication (intensifier/frequentative),-,full,saletsalet
salgér,to slit (man -),slit (man -),Dictionary S,"{""root"":""salgér"",""processes"":[]}",salgér,-,-,-,-,-,salger
sáli,"to attempt, try something (man -)",attempt,Dictionary S,"{""root"":""sáli"",""processes"":[]}",sáli,-,-,-,-,-,sali
salián na sapátos,shoe horn,shoe horn,Dictionary S,"{""root"":""salián na sapátos"",""processes"":[]}",salián na sapátos,-,-,-,-,-,salian na sapatos
salí,"foot, leg",foot,Dictionary S,"{""root"":""salí"",""processes"":[]}",salí,-,-,-,-,-,sali
salígsig,split bamboo or timber,split bamboo or timber,Dictionary S,"{""root"":""salígsig"",""processes"":[]}",salígsig,-,-,-,-,-,saligsig
salíksik,"roughness of timber, unplaned surface",roughness timber,Dictionary S,"{""root"":""salíksik"",""processes"":[]}",salíksik,-,-,-,-,-,saliksik
salín,occupy one’s place against another’s will,occupy one’s place against another’s will,Dictionary S,"{""root"":""salín"",""processes"":[]}",salín,-,-,-,-,-,salin
saliñgsíñg,to prune the new shoots from a tree,prune,Dictionary S,"{""root"":""saliñgsíñg"",""processes"":[]}",saliñgsíñg,-,-,-,-,-,salingsing
salípotpót,"enough; to be enough, completed to one’s satisfaction (on -)",enough,Dictionary S,"{""root"":""salípotpót"",""processes"":[]}",salípotpót,-,-,-,-,-,salipotpot
salíta,"language, dialect, word, utterance; to talk, speak (man -)","language, word, talk",Dictionary S,"{""root"":""salí"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",salí,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,salita
pananalíta,way of speaking,"
speech",Dictionary S,"{""root"":""alí"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",alí,"{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",nasal_prefix,causative/instrumental nasal-assimilating,-,paN-,pananalita
sásalítaen,"topic, subject",topic,Dictionary S,"{""root"":""sásalí"",""processes"":[{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""},{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",sásalí,"{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""},{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,patient focus (non-completed),-,-en,sasalitaen
salíw,to buy (maN -),buy,Dictionary S,"{""root"":""salíw"",""processes"":[]}",salíw,-,-,-,-,-,saliw
sálmar,"be gloomy (man -), become gloomy (on-)",dispirited,Dictionary S,"{""root"":""sálmar"",""processes"":[]}",sálmar,-,-,-,-,-,salmar
salmíng,"glass, mirror, crystal; to see oneself in a mirror (man-)",glass,Dictionary S,"{""root"":""salmíng"",""processes"":[]}",salmíng,-,-,-,-,-,salming
1saló,term of address used by a superior to an inferior,term address used by a superior to an inferior,Dictionary S,"{""root"":""1saló"",""processes"":[]}",1saló,-,-,-,-,-,1salo
2saló,"then, it seems",then,Dictionary S,"{""root"":""2saló"",""processes"":[]}",2saló,-,-,-,-,-,2salo
salóbay,to mend (man -),mend,Dictionary S,"{""root"":""salóbay"",""processes"":[]}",salóbay,-,-,-,-,-,salobay
salóg,to water (plants etc.) (man -),water,Dictionary S,"{""root"":""salóg"",""processes"":[]}",salóg,-,-,-,-,-,salog
salók,to loop the loop salokśók to skewer meat; insert stick etc. into chink or crack,"skewer, poke",Dictionary S,"{""root"":""salók"",""processes"":[]}",salók,-,-,-,-,-,salok
salomági,tamarind (tree or fruit),tamarind,Dictionary S,"{""root"":""salomági"",""processes"":[]}",salomági,-,-,-,-,-,salomagi
salónson,to pile in line (man -),to line up,Dictionary S,"{""root"":""salónson"",""processes"":[]}",salónson,-,-,-,-,-,salonson
salóñg,team going somewhere to play; to go to another place for any definite purpose,team going somewhere to play,Dictionary S,"{""root"":""salóñg"",""processes"":[]}",salóñg,-,-,-,-,-,salong
salóñgsoñg,resistance (by one group of another),resistance,Dictionary S,"{""root"":""salóñgsoñg"",""processes"":[]}",salóñgsoñg,-,-,-,-,-,salongsong
salóp,a ganta (three liters dry measure),salop,Dictionary S,"{""root"":""salóp"",""processes"":[]}",salóp,-,-,-,-,-,salop
sálot,"pestilence, epidemic",pestilence,Dictionary S,"{""root"":""sálot"",""processes"":[]}",sálot,-,-,-,-,-,salot
salsál,"feel the depth of water with the feet, test one's opinion",feel depth water with feet,Dictionary S,"{""root"":""salsál"",""processes"":[]}",salsál,-,-,-,-,-,salsal
samák,partner in a business venture,partner in a business venture,Dictionary S,"{""root"":""samák"",""processes"":[]}",samák,-,-,-,-,-,samak
kasamák,tenant,tenant,Dictionary S,"{""root"":""kasamák"",""processes"":[]}",kasamák,-,-,-,-,-,kasamak
samál,poison; to poison (man -),poison,Dictionary S,"{""root"":""samál"",""processes"":[]}",samál,-,-,-,-,-,samal
sáman,that (yonder or distant from interlocutors) (pl. saráman ) those,that   sarÃ¡man ) those,Dictionary S,"{""root"":""sám"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",sám,"{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}",suffix,locative/referent focus (non-completed),-,-an,saman
samár,"call in for, drop in for a while (on -)",call in for,Dictionary S,"{""root"":""samár"",""processes"":[]}",samár,-,-,-,-,-,samar
sámat,meandering of a river,meandering a river,Dictionary S,"{""root"":""sámat"",""processes"":[]}",sámat,-,-,-,-,-,samat
