word,syllables,meaning,tag,english,filipino
pasaup,pa-sa-up,helpful,ADJ/ADV,helpful,kapaki -pakinabang
mapanyaup,ma-pan-ya-up,helpful,ADJ/ADV,helpful,kapaki -pakinabang
sawaq,sa-waq,tired of something more than enough of something,ADJ/Adverb/Stative/Verb,too,din
talakasawaq,ta-la-ka-sa-waq,one who overdoses or gets bored or fed up,ADJ/Adverb/Stative/Verb,jaded,jaded
sawaliq,sa-wa-liq,a woven walling material made of bulu,NOUN,stuff,bagay
masawang,ma-sa-wang,dizzy or afraid of heights,ADJ/ADV,vertigo,vertigo
saya,sa-ya,skirt,NOUN,skirt,palda
masayaq,ma-sa-yaq,happy or jolly or cheerful,ADJ/ADV,merry,maligaya
sayad,sa-yad,broken or worn out or tired,ADJ/ADV/VERB,jade,jade
sayang,sa-yang,wasted or a pity or too bad,ADJ/Adverb/Exclamation,alas,sayang
saynugas,say-nu-gas,a poison used on fish,NOUN,cube,cube
skwalaq,sk-wa-laq,t square,NOUN,t,t
iskwalaq,isk-wa-laq,t square,NOUN,t,t
skwalaqiskwalaq,sk-wa-la-qisk-wa-laq,Tsquare,NOUN,tsquare,tsquare
masebo,ma-se-bo,greasy,ADJ/ADV,greasy,madulas
sekreto,sek-re-to,secret,ADJ/ADV,secret,lihim
maselan,ma-se-lan,dangerous or in danger or delicate,ADJ/ADV,precarious,precarious
selmon,sel-mon,sermon or scolding,NOUN,sermon,sermon
selmon,sel-mon,scold some one,VERB,scold,mapanunuya
seloso,se-lo-so,jealous,ADJ/ADV,jealous,nagseselos
selyu,sel-yu,stamp or seal,NOUN,stamp,stamp
sementeryu,se-men-ter-yu,cemetery,NOUN,cemetery,sementeryo
sementu,se-men-tu,cement,NOUN,cement,semento
samentu,sa-men-tu,cement,NOUN,cement,semento
senakulo,se-na-ku-lo,the catholic last supper or the catholic holy thursday or name of a club,NOUN,maundy thursday,maundy huwebes
sensi,sen-si,spatula,NOUN,spatula,spatula
sensus,sen-sus,census or take census,NOUN/VERB,counting,pagbibilang
pasensus,pa-sen-sus,demand a handout or contribution,NOUN/VERB,beg,humingi ka
sentral,sent-ral,sugar central,NOUN,sugar,asukal
senyas,sen-yas,mark or sign or hint,NOUN,signature,lagda
septyembri,sept-yemb-ri,September,NOUN,september,setyembre
sepu,se-pu,empty rice hulls,NOUN,empty,walang laman
sera,se-ra,closed,VERB/ADJ/ADV/STAT,closed,sarado
sero,se-ro,zero,NOUN,zero,zero
mesero,me-se-ro,get a zero,ADJ/ADV,get,kumuha
sese,se-se,pet or thing cared for,NOUN,chia,chia
sesese,se-se-se,adopt or raise or care for,VERB,nurse,nars
sesyu,ses-yu,male nickname for Inocencio,NOUN,bud,bud
sibad,si-bad,a kind of swallow like bird where some are in blue in yellow and in black and are seen near the rivers,NOUN,oriole,oriole
sibilyans,si-bil-yans,civilians or ones offspring,NOUN,fry,fry
sibul,si-bul,fountain or spring or source,NOUN,font,font
sibuqsibuq,si-buq-si-buq,a kind of worm,NOUN,inch,pulgada
sibuyas,si-bu-yas,onion,NOUN,onion,sibuyas
banwang sikadwaq,ban-wang -si-kad-waq,two years ago,NUM,two,dalawa
banwang sikatluq,ban-wang -si-kat-luq,three years ago,NUM,three,tatlo
sikad,si-kad,kick with force,VERB,kick,sipa
sikan,si-kan,strength or capacity or vigor,NOUN,feeble,mahina
masikan,ma-si-kan,strong,ADJ/ADV,strong,malakas
sikan,si-kan,sisikan sinikan pasika,VERB,sisikan,sisikan
sisiklab,si-sik-lab,flame up,VERB,flame,apoy
siklod,sik-lod,kneel,VERB,kneel,lumuhod
siklaud,sik-la-ud,kneel,VERB,kneel,lumuhod
siklod ku puq,sik-lod -ku -puq,This is a phrase said in respect as one greets and kisses the hands of older relative males in the evening,VERB,power,kapangyarihan
siko,si-ko,elbow,NOUN,elbow,siko
siko,si-ko,chico tree and fruit,NOUN,sorb,sorb
sikreta,sik-re-ta,detective,NOUN,detective,tiktik
siksak,sik-sak,jampacked,ADJ/ADV,jampacked,jampacked
siksek,sik-sek,jampacked,ADJ/ADV,jampacked,jampacked
siksikan,sik-si-kan,occasion when many people are all trying to crowd into a few jeepney spaces,NOUN,stampede,stampede
sikwakuq,sik-wa-kuq,tabacco pipe,NOUN,tabacco,tabacco
kwakuq,k-wa-kuq,tabacco pipe,NOUN,tabacco,tabacco
sigaq,si-gaq,tough guy,NOUN,tough,matigas
sigalut,si-ga-lut,trouble also the title of a zarzuela by Crissot,NOUN,opera,opera
sigang,si-gang,a kind of soup with fish and vegetables and spices,NOUN,bouillabaisse,bouillabaisse
sigarilyu,si-ga-ril-yu,cigarette,NOUN,cigarette,sigarilyo
masisigarilyu,ma-si-si-ga-ril-yu,smoke cigarettes,VERB,smoke,usok
sigasig,si-ga-sig,asthma,NOUN,asthma,hika
sisigasig,si-si-ga-sig,be in heat,NOUN,be,maging
masiglaq,ma-sig-laq,active or noisy or happy or full of life,ADJ/ADV,lively,buhay na buhay
siguk,si-guk,hiccough,NOUN,hiccough,hiccough
sigundu,si-gun-du,second,ADJ/ADV,second,pangalawa
siguradu,si-gu-ra-du,certain or assured,ADJ/ADV,certain,tiyak
siguru,si-gu-ru,perhaps,PROJ,perhaps,marahil
siguru,si-gu-ru,insure,VERB,insure,siguraduhin
sigurus,si-gu-rus,life insurance,NOUN,life,buhay
manyiguru,man-yi-gu-ru,life insurance salesman,NOUN,life,buhay
siguru,si-gu-ru,disaster,NOUN,disaster,kalamidad
silab,si-lab,fire or holocaust,NOUN,fire,apoy
manyilab,man-yi-lab,arsonist,NOUN,arsonist,arsonista
silagan,si-la-gan,burn something,VERB,burn,sumunog
manyilab,man-yi-lab,set fires,VERB,set,itakda
silak,si-lak,shellac,NOUN,shellac,shellac
sili,si-li,chili,NOUN,chili,chili
tukupan siliman,tu-ku-pan -si-li-man,blindman's bluff,NOUN,blindman's,blindman's
silip,si-lip,peep,NOUN,peep,peep
panyilip,pan-yi-lip,binoculars,VERB,binoculars,binocular
manyilip,man-yi-lip,peeping tom,VERB,peeping,peeping
silip,si-lip,panyilip manyilip,NOUN,panyilip,panyilip
silo,si-lo,check a trap,VERB,check,suriin
sim,sim,corrugated iron sheet,NOUN,corrugated,corrugated
magsimpatcaq,mag-sim-pat-caq,express oneself or capture an audience,VERB,speak,magsalita
simpli,simp-li,the top part of a rice stalk or the part each grain is attached to,NOUN,corn,mais
sinabud,si-na-bud,rice seedling,NOUN,rice,bigas
agwa sinada,ag-wa -si-na-da,medication for small cuts,NOUN,eyedropper,eyedropper
siname,si-na-me,lace or heavily embroidered cloth,NOUN,ground,lupa
sindak,sin-dak,frightened or shocked or remorseful,ADJ/ADV,regret,pagsisisihan
sindalan,sin-da-lan,name of a barrio between San Ferdo and Angeles,NOUN,hearst,hearst
sindi,sin-di,light a candle or burn a torch or light a cigarette or turn on an electric light,VERB,sconce,sconce
sisindiq,si-sin-diq,smoke cigarettes,VERB,smoke,usok
sindyan,sind-yan,light something,VERB,light,magaan
sinelas,si-ne-las,rubber slippers,NOUN,rubber,goma
sinipit,si-ni-pit,a place name,NOUN,a,a
sinsil,sin-sil,a broad heavy chisel used for cutting metal stone cement,NOUN,chiselled,chiselled
sinsil,sin-sil,loose change or coins,NOUN,quarters,quarters
sinta,sin-ta,romantic love,NOUN,romantic,romantiko
palsinta,pal-sin-ta,be in love,VERB,be,maging
sintidu,sin-ti-du,temple,NOUN,temple,templo
masintidu,ma-sin-ti-du,be hit in temple,ADJ/ADV,always,palagi
sinulid,si-nu-lid,thread,NOUN,thread,thread
sinup,si-nup,keep,VERB,keep,panatilihin
singal,sin-gal,sigh or take deep breath,VERB,fetch,kumuha
singap,sin-gap,sigh in self pity,VERB,alas,sayang
singgagatu,sing-ga-ga-tu,a kind of spider,NOUN,hunter,mangangaso
singil,sin-gil,charge or collect or collect debts or send bill,VERB,collector,kolektor
singit,sin-git,slip into a narrow crack,VERB,fissure,fissure
singit,sin-git,anothers wife while he is away,VERB,ravana,ravana
single,sing-le,fried rice game,NOUN,fried,fried
sisingle,si-sing-le,leapfrog,NOUN,leapfrog,leapfrog
singo,sin-go,evaporate or steam or ooze,VERB,exhale,huminga
palsingsingan,pal-sing-sin-gan,ring finger,NOUN,ring,singsing
sipa,si-pa,kick,VERB,kick,sipa
sipag,si-pag,industriousness,NOUN,industriousness,pagkakasipag
masipag,ma-si-pag,industrious or hardworking,ADJ/ADV,industrious,masipag
siper,si-per,zipper,NOUN,zipper,zipper
sipilyu,si-pil-yu,toothbrush,NOUN,toothbrush,toothbrush
manyipilyu,man-yi-pil-yu,brush teeth,VERB,brush,magsipilyo
siping,si-ping,near or close,ADJ/ADV/STAT,near,malapit
siping bale,si-ping -ba-le,neighbor,NOUN,neighbor,kapitbahay
kasiping,ka-si-ping,one next to you,NOUN,adjoin,adjoin
sipit,si-pit,clamp or pincers,NOUN,clamp,salansan
sipit malan,si-pit -ma-lan,clothespins,NOUN,clothespins,mga clothespins
sipit buak,si-pit -bu-ak,hairclip,NOUN,hairclip,gupit
sipit kalang,si-pit -ka-lang,cooking tongs,NOUN,cooking,pagluluto
sipsipan,sip-si-pan,suck or draw on a pipe,VERB,siphon,siphon
siqpun,siq-pun,cold or nasal mucus,NOUN,snot,snot
sira,si-ra,ruined or destroyed or broken,ADJ/ADV,lost,nawala
masiralub,ma-si-ra-lub,discouraged,ADJ/ADV,discouraged,nasiraan ng loob
masirasiraq,ma-si-ra-si-raq,crazy or off your rocker,ADJ/ADV,daft,daft
sisiran,si-si-ran,destroy something,VERB,destroy,sirain
sirup,si-rup,syrup,NOUN,syrup,syrup
sisi,si-si,regret or repent,VERB,regret,pagsisisihan
sisian,si-si-an,regret something,NOUN,regret,pagsisisihan
sisiq,si-siq,chick or duckling,NOUN,chick,sisiw
sisilim,si-si-lim,twilight,VERB/NOUN,twilight,takipsilim
sisingle,si-sing-le,leapfrog,NOUN,leapfrog,leapfrog
masita,ma-si-ta,eloquent,ADJ/ADV,eloquent,mahusay na
makasitingpriti,ma-ka-si-tingp-ri-ti,sitting pretty,ADJ/ADV,sitting,nakaupo
sitsit,sit-sit,buzz or whisper,VERB,buzz,buzz
situq,si-tuq,a male nickname Chito,NOUN,bud,bud
siyensi,si-yen-si,the Little Dipper,NOUN,the,ang
sobra,sob-ra,excess,Qualifier/NOUN/ADJ/ADVERB,excess,labis
sobri,sob-ri,envelope,NOUN,envelope,sobre
soga,so-ga,tie a grazing animal using a long rope so the animal can walk around and eat,VERB,tether,tether
sugay,su-gay,tie a grazing animal using a long rope so the animal can walk around and eat,VERB,tether,tether
soning,so-ning,have epilepsy,NOUN/VERB,have,mayroon
songgo,song-go,monkey,NOUN,monkey,unggoy
sopas,so-pas,broth or soup,NOUN,broth,sabaw
makasoraq,ma-ka-so-raq,irritated or annoyed,ADJ/ADV,irritated,inis
sorbeti,sor-be-ti,ice cream,NOUN,ice,yelo
soso,so-so,dip,VERB,dip,dip
magpakasoso,mag-pa-ka-so-so,indulge in,VERB,indulge,magpakasawa
sosoq,so-soq,snail,NOUN,snail,suso
spuq,s-puq,an abbreviated form of diyos in turn has been abbreviated from some wish that God be with you or the like used as a greeting and to announce presence at,INTJ,shape,hugis
suberbyu,su-berb-yu,stubborn,ADJ/ADV,stubborn,matigas ang ulo
masubiq,ma-su-biq,serious,ADJ/ADV,serious,seryoso
subliq,sub-liq,return,VERB,return,bumalik
isubliq,i-sub-liq,return something,VERB,return,bumalik
subuq,su-buq,put in the mouth,VERB,ingest,ingest
subuq,su-buq,mouthful,NOUN,mouthful,bibig
subuk,su-buk,try or attempt,VERB,try,subukan
sibukan,si-bu-kan,experience something,VERB,experience,karanasan
pagsubuk,pag-su-buk,experiment,NOUN,experiment,eksperimento
sukaq,su-kaq,vomit,VERB,vomit,pagsusuka
panyukaq,pan-yu-kaq,thing vomited,NOUN,thing,bagay
sukab,su-kab,traitor,NOUN/VERB,traitor,traydor
kasukaban,ka-su-ka-ban,treachery,NOUN/VERB,treachery,treachery
sukad,su-kad,measure or measurement,NOUN/VERB,measure,sukatin
sukal,su-kal,trash or rubbish or undergrowth,NOUN,waste,basura
kasukalan,ka-su-ka-lan,undergrowth,NOUN,undergrowth,undergrowth
sukiq,su-kiq,partner in a credit regular purchase relationship,NOUN,account,account
sukle,suk-le,comb,NOUN,comb,magsuklay
telasukle,te-la-suk-le,mons veneris,NOUN,mons,mons
sukliq,suk-liq,change or the money returned in a transaction,NOUN,changing,pagbabago
suklub,suk-lub,cover,NOUN,cover,takpan
suksuk,suk-suk,thorns or spines,NOUN,thorns,tinik
isukul,i-su-kul,imprison someone,VERB,imprison,pagkabilanggo
sukulan,su-ku-lan,jail,NOUN,jail,kulungan
pangasukul,pan-ga-su-kul,captivity,NOUN,captivity,pagkabihag
sudsud,sud-sud,an iron bar used for digging in very hard soil,NOUN,core,core
pisudsudsudsud,pi-sud-sud-sud-sud,be mocked,VERB/STAT,be,maging
sugal,su-gal,gambling,NOUN,gambling,pagsusugal
sugat,su-gat,wound or break in the skin,NOUN,bruise,bruise
suglung,sug-lung,join two pieces of rope,VERB,splice,splice
suguq,su-guq,joint labor helping someone as a group,VERB,crew,crew
suguan,su-gu-an,activity wherein a group helps someone,NOUN,pioneer,payunir
suhul,su-hul,bribe,VERB,bribe,suhol
sulapo,su-la-po,fly,VERB,fly,lumipad
sulat,su-lat,write,VERB,write,sumulat
sulat,su-lat,letter or thing written,NOUN,figure,figure
pisusulatan,pi-su-su-la-tan,desk,NOUN,desk,desk
sulbato,sul-ba-to,whistle,NOUN,whistle,sipol
suldungan,sul-dun-gan,shoot,VERB,shoot,shoot
suldut,sul-dut,bedbug,NOUN,bedbug,bedbug
sulip,su-lip,earth or area below a house,NOUN,dugout,dugout
sulit,su-lit,appear or show oneself,VERB,come,halika
pamagsulit,pa-mag-su-lit,examination,NOUN,examination,pagsusuri
sulit,su-lit,retain capital or return initial investment,VERB,payback,payback
sulput,sul-put,appear or show oneself,VERB,come,halika
sulput,sul-put,a kind of grass whose seeds stick to ones clothes,NOUN,sod,sod
sultador,sul-ta-dor,a tool has a wooden handle an iron shaft about 8 inches long and a small iron blade like a tiny hatchet,NOUN,pick,pumili
suluq,su-luq,torch light,NOUN,torch,sulo
sulung koryenti,su-lung -kor-yen-ti,electric light,NOUN,electric,elektriko
panyuluq,pan-yu-luq,lighted area,NOUN,lighted,lighted
susuluq,su-su-luq,do something with light,VERB,act,kumilos
susulung asan,su-su-lung- a-san,go torch fishing,VERB,go,pumunta ka na
manyuluq,man-yu-luq,light a candle or join a procession,VERB,sconce,sconce
suluk,su-luk,corner,NOUN,corner,sulok
suluksuluk,su-luk-su-luk,complicated,ADJ/ADV,complicated,kumplikado
sulud,su-lud,wear or go under something,VERB,tunnel,tunnel
sulung,su-lung,develope or move forward,VERB,advance,advance
sulung,su-lung,develope move forward susulung pasulungan,VERB,advance,advance
masulung,ma-su-lung,forward or leaning,ADJ/ADV,forward,pasulong
sulut,su-lut,poke a small hole in something or ram out something blocking a hole,VERB,gouge,gouge
sulut,su-lut,a kind of rice cake steamed in a hole,ADJ/ADV,cheese,keso
sulut,su-lut,doorkey,NOUN,doorkey,doorkey
sulyap,sul-yap,glance at,VERB,glance,sulyap
suma,su-ma,sum or calculate or add up,NOUN/VERB,total,kabuuan
suman,su-man,a delicacy made of rice cylindrical in shape and served wrapped in some kind of leaf,NOUN,sake,sake
manyuman,man-yu-man,make suman,VERB,make,gumawa
sumangid,su-man-gid,across or opposite or next one over or next one parallel,NOUN/ADJ/ADVERB,traverse,traverse
sumbat,sum-bat,crisis or moral cause,NOUN,pressure,presyon
sumbuq,sum-buq,light,NOUN,light,magaan
sumbung,sum-bung,accuse or denounce or tattle on,VERB,delate,tanggalin
sumpaq,sum-paq,curse,NOUN,curse,sumpa
sumpa,sum-pa,climb a low incline,VERB,decline,pagtanggi
sampa,sam-pa,climb a low incline,VERB,decline,pagtanggi
sumpal,sum-pal,sumpalan up a hole gag someone fill simpalan makasumpal pasumpal asumpalan,VERB,close,malapit
sumpung,sum-pung,bump into something be brought to an abrupt halt,VERB,jolt,jolt
sundalus,sun-da-lus,soldiers or children or offspring,NOUN,blood,dugo
sunduq,sun-duq,continue,VERB,continue,magpatuloy
pikasundu,pi-ka-sun-du,agree,VERB,agree,sumang -ayon
kasundu,ka-sun-du,partner to an agreement,NOUN,bits,bits
pamikasundu,pa-mi-ka-sun-du,agreement or treaty,NOUN,agreement,kasunduan
sundul,sun-dul,poke down with a pole,VERB,poles,mga poles
sunlag,sun-lag,shining or sunshine,VERB,shining,nagniningning
sunuq,su-nuq,tease,VERB,tease,panunukso
sungkit,sung-kit,a long pole with a slit or hook at the end used to get fruits from trees,NOUN,head,ulo
masungit,ma-sun-git,delicate or easily harmed or easily offended or susceptible to disease,ADJ/ADV,sensitive,sensitibo
sungsung,sung-sung,a trade item,ADJ/ADV,a,a
tapayan sungsung,ta-pa-yan -sung-sung,a large clay jar,ADJ/ADV,olla,olla
isungsung,i-sung-sung,barter or trade,VERB,barter,barter
susungsungan,su-sung-sun-gan,do something inspite of the heat,VERB,take,kumuha
misupak,mi-su-pak,cracked,ADJ/ADV,cracked,basag
supapiq,su-pa-piq,collaborator,NOUN,collaborator,collaborator
supling,sup-ling,bud or offshoot or sons or graduate or young citizens,NOUN,blood,dugo
manyupling,man-yup-ling,germinate,VERB,germinate,tumubo
suput,su-put,paper bag,NOUN,paper,papel
sureras,su-re-ras,beams which support flooring,NOUN,putlog,putlog
surgamat,sur-ga-mat,hoe,NOUN,hoe,hoe
surian,su-ri-an,check or investigate something,VERB,explore,galugarin
surian,su-ri-an,committee or study group,NOUN,panel,panel
susiq,su-siq,key,NOUN,key,susi
susiq,su-siq,lock,VERB,lock,i -lock
susing,su-sing,nickname for Jesus,NOUN,nickname,palayaw
susu,su-su,female breast or baby bottle,NOUN,breast-feed,breast-feed
sususu,su-su-su,nurse or suckle,VERB,nurse,nars
susuq,su-suq,snail,NOUN,snail,suso
suyaq,su-yaq,fed up,ADJ/ADV,fed,fed
swaq,s-waq,pomelo,NOUN,pomelo,pomelo
suaq,su-aq,pomelo,NOUN,pomelo,pomelo
swala,s-wa-la,voice,NOUN,voice,boses
suala,su-a-la,voice,NOUN,voice,boses
kasualaq,ka-su-a-laq,one who has a voice just like another,NOUN,homophone,homophone
swam,s-wam,mixed vegetable dish,NOUN,mixed,halo -halong
swekus,s-we-kus,wooden clogs or slippers,NOUN,geta,geta
swelas,s-we-las,maswelas,ADJ/ADV,maswelas,maswelas
sweldu,s-wel-du,salary,NOUN,salary,suweldo
susweldu,sus-wel-du,pay a salary,VERB,pay,magbayad
susweldwan,sus-weld-wan,receive a salary,VERB,receive,tumanggap
swiq,s-wiq,forcibly,ADJ/ADV,forcibly,pilit
swiq,s-wiq,a person who was born to have special power to remove bones or fishspines when stuck in a throat,NOUN,influence,impluwensya
sya,s-ya,pleasing,Excl.,pleasing,nakalulugod
syam,s-yam,nine,NUM,nine,siyam
syano,s-ya-no,male name Ciano from Feliciano,NOUN,ivan,ivan
syapiq,s-ya-piq,the base or table part of a wheel,NOUN,tread,pagtapak
masyas,mas-yas,tough or hard or crisp,ADJ/ADV,cracker,cracker
masyas a amanu,mas-yas- a- a-ma-nu,tough speech,ADJ/ADV,tough,matigas
masyas a pesus,mas-yas- a -pe-sus,crisp peso bill,ADJ/ADV,crisp,malutong
masyas a dutung,mas-yas- a -du-tung,strong or hard wood,ADJ/ADV,teak,teak
pasyas,pas-yas,make strong or hard,VERB,steel,bakal
syeteplores,s-ye-tep-lo-res,a small bird,NOUN,a,a
syok,s-yok,loud noise,NOUN,loud,malakas
syoki,s-yo-ki,male homosexual or effeminate male,NOUN,queen,queen
syoktong,s-yok-tong,a rice wine,NOUN,a,a
syopaw,s-yo-paw,a hamburgerlike food,NOUN,a,a
tabalu,ta-ba-lu,do not know,VERB,do,gawin
balu,ba-lu,know,VERB,know,alamin
taot,ta-ot,because,Conjunction,because,kasi
ot,ot,why,ADJ/ADV,why,bakit
taq,taq,perhaps or think so,ADJUNCT,then,pagkatapos
tabaq,ta-baq,fat or lard or grease or butter,NOUN,shortening,paikliin
pakatabaq,pa-ka-ta-baq,fertilizer,NOUN,fertilizer,fertilizer
matabaq,ma-ta-baq,fat,ADJ/ADV,fat,taba
tabakuq,ta-ba-kuq,cigar or tobacco,NOUN,cigar,tabako
pulbus tabaku,pul-bus -ta-ba-ku,pipe tabacco,NOUN,pipe,pipe
tabalan,ta-ba-lan,cut,VERB,cut,gupitin
matabang,ma-ta-bang,tasteless,ADJ/ADV,tasteless,walang lasa
tabing,ta-bing,curtain,NOUN,curtain,kurtina
tabingan,ta-bin-gan,put up a cloth divider,VERB,simple,simple
tabla,tab-la,lumber or planed boards,NOUN,sawmill,sawmill
tabtab,tab-tab,cutting,NOUN,cutting,pagputol
tabtaban,tab-ta-ban,chop off,VERB,chop,tumaga
tabun,ta-bun,dam,NOUN,dam,dam
tabunan,ta-bu-nan,dam up or stop up or barricade,VERB,barricades,mga barricades
taburete,ta-bu-re-te,chair,NOUN,chair,upuan
tabrete,tab-re-te,chair,NOUN,chair,upuan
tabug,ta-bug,tease so that one refuses what he really,VERB,then,pagkatapos
takal,ta-kal,measure,NOUN,measure,sukatin
takalan,ta-ka-lan,measure something,VERB,measure,sukatin
misangtakal,mi-sang-ta-kal,equal in measure,ADJ/ADV,equal,pantay -pantay
takap,ta-kap,cover or mask,NOUN,cover,takpan
takpan,tak-pan,cover something,VERB,cover,takpan
takas,ta-kas,flee or escape or elope,VERB,run,tumakbo
takdaq,tak-daq,a determined date,NOUN/ADJ/ADVERB,a,a
takde,tak-de,shoulder or upper arm,NOUN,humerus,humerus
takilya,ta-kil-ya,ticket booth,NOUN,ticket,tiket
takiran,ta-ki-ran,pull along,VERB,pull,hilahin
taklaq,tak-laq,human feces,NOUN,human,tao
pitaklan,pi-tak-lan,anus,NOUN,anus,anus
takman,tak-man,taste something,VERB,taste,tikman
matako,ma-ta-ko,greedy,ADJ/ADV,greedy,sakim
katakawan,ka-ta-ka-wan,greed,NOUN,greed,kasakiman
takut,ta-kut,fear,NOUN/VERB/ADJ/ADV,fear,takot
katakutan,ka-ta-ku-tan,fear,NOUN/VERB/ADJ/ADV,fear,takot
matakut,ma-ta-kut,afraid,NOUN/VERB/ADJ/ADV,afraid,takot
mitakutan,mi-ta-ku-tan,frightened,NOUN/VERB/ADJ/ADV,frightened,takot
makatakut,ma-ka-ta-kut,frightening,NOUN/VERB/ADJ/ADV,frightening,nakakatakot
tadtad,tad-tad,chop up,VERB,chop,tumaga
tidtad,tid-tad,delicacy made of chopped pig intestines,NOUN,sausage,sausage
tagabulag,ta-ga-bu-lag,talisman,NOUN,talisman,talisman
tagak,ta-gak,large white heron see n in December near Sexmoan said to migrate annually from China,NOUN,around,sa paligid
tagal,ta-gal,chase or run after,VERB,course,kurso
tagan,ta-gan,leftover,VERB/ADJ/ADV/STAT,leftover,tira
tagdiq,tag-diq,forearm,NOUN,forearm,forearm
tagilid,ta-gi-lid,at the edge or in danger,ADJ/ADV,brink,brink
makatagilid,ma-ka-ta-gi-lid,back half turned,ADJ/ADV,back,balik
tagilid,ta-gi-lid,face sideways,VERB,face,mukha
tagiliran,ta-gi-li-ran,side or edge,NOUN,side,gilid
tagilu,ta-gi-lu,a food dish made of gouramy,NOUN,puree,puree
taglus,tag-lus,go home or be at home,VERB,get,kumuha
tagnan,tag-nan,chopping block,NOUN,chopping,chopping
tagu,ta-gu,strainer,NOUN,strainer,strainer
tagumpe,ta-gum-pe,success,NOUN,success,tagumpay
magtagumpe,mag-ta-gum-pe,succeed,VERB,succeed,magtagumpay
tagun,ta-gun,attend,VERB,attend,dumalo
tagyang,tag-yang,rib,NOUN,rib,rib
tahadaq,ta-ha-daq,a kind of candy,NOUN,cream,cream
tahiq,ta-hiq,sew,VERB,sew,tumahi
taiq,ta-iq,sew,VERB,sew,tumahi
tayiq,ta-yiq,sew,VERB,sew,tumahi
manahiq,ma-na-hiq,dressmaker,NOUN,dressmaker,dressmaker
taid,ta-id,connect hold or hands,VERB/ADJ/ADV/STAT,handle,hawakan
tayid,ta-yid,connect hold or hands,VERB/ADJ/ADV/STAT,handle,hawakan
tataid,ta-ta-id,bridle,VERB/ADJ/ADV/STAT,bridle,bridle
tinaid,ti-na-id,bridle,VERB/ADJ/ADV/STAT,bridle,bridle
tumaid,tu-ma-id,bridle,VERB/ADJ/ADV/STAT,bridle,bridle
tairan,ta-i-ran,bridle,VERB/ADJ/ADV/STAT,bridle,bridle
taid manuk,ta-id -ma-nuk,spur on a cock,NOUN,heel,sakong
taimik,ta-i-mik,silent or quiet,ADJ/ADV,silent,tahimik
tahimik,ta-hi-mik,silent or quiet,ADJ/ADV,silent,tahimik
kataimikan,ka-ta-i-mi-kan,silence,NOUN,silence,katahimikan
